analysisGender2Category,analysisGender3Category,analysisHasSecondaryMorphYN,analysisInternalChanges,analysisMutability,analysisNotes,analysisPluralPattern,analysisPluralPatternSecondary,analysisPluralSplitYN,analysisPluralTheme,analysisPluralThemeSecondary,analysisRAugSplitYN,analysisRAugVowel,analysisSemanticCoreYN,analysisSingularTheme,lexiconAnimateYN,lexiconGender,lexiconGlossEnglish,lexiconGlossFrench,lexiconHumanYN,lexiconjGender,lexiconLoanwordNotes,lexiconLoanwordSource,lexiconPOS,lexiconSemanticField,lexiconSexGender,recordDataSource,recordID,word1MSF,word2MSB,word3MPF,word4MPB,word5FSF,word6FSB,word7FPF,word8FPB,wordDerivedCategory,wordDerivedCategoryNotes,wordDerivedInput,wordDerivedInputGloss,wordFemBase,wordFemSecondary,wordLexBitVector,wordMascBase,wordMascSecondary,wordNumSemanticCategory,p_stem_sing_syllabified,p_stem_sing_LH,p_stem_sing_foot,p_LH_count_heavies,p_LH_count_moras,p_foot_count_feet,p_foot_residue
Feminine,Feminine,,,Fixed-Fem,,No Plural,,N,,,,A,N,mmara,N,F,"misery, suffering, toiling","misère, souffrance, trime",N,F,,Native,N,Emotion,,Jebbour 1996,1385,,,,,tammara,tmmara,,,Underived,,NotAppl,,5.0,,0000-1100,0.0,,,m.ma.ra,LLL,lF,0,3,1,1
Feminine,Feminine,,,Fixed-Fem,,No Plural,,N,,,,I,N,mtʃi,N,F,"moth, moth","mite, teigne",N,F,,Native,N,Animals,,Jebbour 1996,1386,,,,,timtʃit,tmtʃit,,,Underived,,NotAppl,,5.0,,0000-1100,0.0,,,mt.ʃi,HL,Fl,1,3,1,1
Masculine,Masculine,,Ablaut,Fixed-Masc,,Mixed,,N,!zakka,,,I,N,!zikki,Y,M,sparrow,moineau,N,M,,Native,N,Animals,NonSpec,Jebbour 1996,1387,!izikki,!izikki,!izakkan,!izakkan,,,,,Underived,,NotAppl,,0.0,,1111-0000,1.0,,,zik.ki,HL,Fl,1,3,1,1
Masculine,Masculine,,Suppletion,Fixed-Masc,,Mixed,,N,irn,,,Zero,N,ajjur,N,M,month,mois,N,M,,Native,N,Time,,Jebbour 1996,1388,ajjur,wajjur,irn,jirn,,,,,Underived,,NotAppl,,0.0,,1111-0000,1.0,,,aj.jur,HH,FF,1,4,2,0
Masculine,Neutral,,,Neutral,"Gloss: Has a figurative meaning applied to a person, unchanging person/fixed in his ways. 
Gender: masc/fem depending on the gender of the modified noun
",External,,N,nʁmal,,,A,Y,nʁmal,Y,M,"mold, fungus",moisi,N,M,,Native,N,Physical World,NonSpec,Jebbour 1996,1389,anʁmal,unʁmal,inʁmaln,inʁmaln,tanʁmalt,tnʁmalt,tinʁmalin,tnʁmalin,Agentives,,ʁml (verb),,0.0,,1111-1111,1.0,,,nʁ.mal,HH,FF,1,4,2,0
Feminine,Feminine,,,Fixed-Fem,,No Plural,,N,,,,A,N,mgra,N,F,harvest,moisson,N,F,,Native,N,Agriculture & Vegetation,,Jebbour 1996,1391,,,,,tamgra,tmgra,,,Action Nouns,,mgr (verb),to harvest,5.0,,0000-1100,0.0,,,mg.ra,HL,Fl,1,3,1,1
Masculine,Neutral,,,Neutral,"Mutability: unclear what gender signifies, masc and fem forms in free variation.
Variation: stem is uluʁ ~ luʁ but list full form here.",No Plural,,N,,,Y,A,Y,uluʁ,N,F,softness,mollesse,N,F,,Native,N,Sense Perception,,Jebbour 1996,1392,uluʁ,wuluʁ,,,taluʁi,tluʁi,,,Underived,,NotAppl,,5.0,,1100-1100,0.0,,,u.luʁ,LH,lF,1,3,1,1
Masculine,Neutral,,,Neutral,Stem phonology: VV deletion,External,External,N,ħʃmi,ħʃm,,A,Y,ħʃmi,Y,M,"kid, child",môme,Y,M,,Native,N,Mankind,NonSpec,Jebbour 1996,1394,aħʃmi,uħʃmi,iħʃmin,iħʃmin,taħʃmit,tħʃmit,tiħʃmin,tħʃmin,Underived,,NotAppl,,0.0,,1111-1111,1.0,,,ħʃ.mi,LL,F,0,2,1,0
Masculine,Masculine,,,Fixed-Masc,,id Plural,,N,murran,,,Zero,N,murran,Y,M,monster (extremely strong person),"monstre (p/ext. personne très forte, colosse)",Y,M,,Unknown,N,Emotion,NonSpec,Jebbour 1996,1395,murran,murran,id murran,id murran,,,,,Underived,,NotAppl,,0.0,,1111-0000,1.0,,,mur.ran,HH,FF,1,4,2,0
Feminine,Feminine,,,Fixed-Fem,,No Plural,,N,,,,I,N,gri,N,F,assembly (loom),montage (métier à tisser),N,F,,Native,N,Clothing & Adornment,,Jebbour 1996,1396,,,,,tigri,tgri,,,Action Nouns,,gr (verb),to set,5.0,,0000-1100,0.0,,,g.ri,LL,F,0,2,1,0
Masculine,Neutral,,,Neutral,,External,,N,budrar,,,A,Y,budrar,Y,M,mountaineer,montagnard,Y,M,,Native,N,Social Relations,NonSpec,Jebbour 1996,1397,abudrar,ubudrar,ibudrarn,ibudrarn,tabudrart,tbudrart,tibudrarin,tbudrarin,Underived,,NotAppl,,0.0,,1111-1111,1.0,,,bud.rar,HH,FF,1,4,2,0
Masculine,Masculine,Yes,,Variable-Masc,,External,,N,drar,,,A,N,drar,N,M,mountain,montagne,N,M,,Native,N,Physical World,,Jebbour 1996,1398,adrar,udrar,idrarn,idrarn,tadrart,tdrart,tidrarin,tdrarin,Underived,,NotAppl,,0.0,DIM,1111-1111,1.0,,5-DIM,d.rar,LH,lF,1,3,1,1
Masculine,Masculine,,,Fixed-Masc,,No Plural,,N,,,,A,N,ʁlaj,N,M,rise,montée,N,M,,Native,N,Motion & Transportation,,Jebbour 1996,1399,aʁʷlaj,uʁlaj,,,,,,,Action Nouns,,ʁʷli (verb),,0.0,,1100-0000,1.0,,,ʁ.laj,LH,lF,1,3,1,1
Masculine,Masculine,Yes,Ablaut,Variable-Masc,,Internal,,N,budaz,,,A,N,baduz,N,M,mound,monticule,N,M,,Native,N,Physical World,,Jebbour 1996,1403,abaduz,ubaduz,ibudaz,ibudaz,tabaduzt,tbaduzt,tibudaz,tbudaz,Underived,,NotAppl,,0.0,DIM,1111-1111,1.0,,5-DIM,ba.duz,LH,lF,1,3,1,1
Masculine,Masculine,,,Fixed-Masc,,No Plural,,N,,,,Zero,N,!ttnz,N,M,mockery,moquerie,N,M,,Native,N,Emotion,,Jebbour 1996,1405,!ttnz,!ttnz,,,,,,,Underived,,NotAppl,,0.0,,1100-0000,1.0,,,t.tnz,LH,lF,1,3,1,1
Masculine,Masculine,Yes,,Variable-Masc,,External,,N,!tnnaz,,,A,N,!tnnaz,Y,M,mocker,moqueur,Y,M,,Arabic-Assimilated,N,Emotion,NonSpec,Jebbour 1996,1406,!atnnaz,!utnnaz,!itnnazn,!itnnazn,!tatnnazt,!ttnnazt,!titnnazin,!ttnnazin,Agentives,,!tnz (verb),mock,0.0,POLY,1111-1111,1.0,,5-POLY,tn.naz,LH,lF,1,3,1,1
Masculine,Masculine,Yes,Ablaut,Variable-Masc,,Internal,,N,frkkaj,,,A,N,frkkuj,N,M,piece,morceau,N,M,,Native,N,Quantity & Number,,Jebbour 1996,1407,afrkkuj,ufrkkuj,ifrkkaj,ifrkkaj,tafrkkujt,tfrkkujt,tifrkkaj,tfrkkaj,Underived,,NotAppl,,0.0,DIM,1111-1111,1.0,,5-DIM,frk.kuj,HH,FF,1,4,2,0
Masculine,Masculine,Yes,,Variable-Masc,,External,,N,!qdiʕ,,,A,N,!qdiʕ,N,M,piece,morceau,N,M,,Arabic-Assimilated,N,Quantity & Number,,Jebbour 1996,1408,!aqdiʕ,!uqdiʕ,!iqdiʕn,!iqdiʕn,!taqdiʕt,!tqdiʕt,!tiqdiʕin,!tqdiʕin,Underived,,NotAppl,,0.0,DIM,1111-1111,1.0,,5-DIM,q.diʕ,LH,lF,1,3,1,1
Masculine,Masculine,Yes,Ablaut,Variable-Masc,Singular Theme: regular delabialization.,Internal,,N,!kʷʃʃad,,,A,N,!kʃʃud,N,M,piece of wood,morceau de bois,N,M,,Native,N,Quantity & Number,,Jebbour 1996,1409,!akʃʃud,!ukʃʃud,!ikʷʃʃad,!ikʷʃʃad,!akʃʃutt,!tkʃʃutt,!tikʷʃʃad,!kʷʃʃad,Underived,,NotAppl,,0.0,DIM,1111-1111,1.0,,5-DIM,kʃ.ʃud,LH,lF,1,3,1,1
Masculine,Masculine,Yes,,Variable-Masc,,External,,N,ubbiʃ,,,Zero,N,ubbiʃ,N,M,piece of bread,morceau de pain,N,M,,Native,N,Food & Drink,,Jebbour 1996,1410,ubbiʃ,wubbiʃ,ubbiʃn,wubbiʃn,tubbiʃt,tubbiʃt,tubbiʃin,uubbiʃin,Ukris,,bbi (verb),,0.0,DIM,1111-1111,1.0,,5-DIM,ub.biʃ,HH,FF,1,4,2,0
Masculine,Masculine,Yes,Final A,Variable-Masc,"Stem phonology: syncope, degemination, delabialization.",Mixed,,N,gzʷma,,,A,N,gzzum,N,M,"piece, tearing action","morceau, action de déchirer",N,M,,Native,N,Physical Acts & Materials,,Jebbour 1996,1411,agzzum,ugzzum,igzʷman,igzʷman,tagzzumt,tgzzumt,tigzʷmin,tgzʷmin,Unknown,,gzm (verb),To tear,0.0,DIM,1111-1111,1.0,,5-DIM,gz.zum,LH,lF,1,3,1,1
Masculine,Masculine,Yes,Ablaut,Variable-Masc,,Internal,,N,brzzaj,,,A,N,brzzuj,N,M,"piece, shard","morceau, tesson",N,M,,Native,N,Quantity & Number,,Jebbour 1996,1412,abrzzuj,ubrzzuj,ibrzzaj,ibrzzaj,tabrzzujt,tbrzzujt,tibrzzaj,tbrzzaj,Underived,,NotAppl,,0.0,DIM,1111-1111,1.0,,5-DIM,brz.zuj,HH,FF,1,4,2,0
Feminine,Feminine,Yes,Ablaut,Variable-Fem,,Internal,,N,frda,,,A,N,frdu,N,F,mortar (container),mortier (récipient),N,F,,Native,N,Physical Acts & Materials,,Jebbour 1996,1413,afrdu,ufrdu,ifrda,ifrda,tafrdut,tfrdut,tifrda,tfrda,Underived,,NotAppl,,5.0,,1111-1111,0.0,AUG,1-AUG,fr.du,LL,F,0,2,1,0
Masculine,Masculine,,,Fixed-Masc,,External,,N,χʷlil,,,A,N,χʷlil,N,M,glanders (disease),morve,N,M,,Native,N,Body Parts & Functions,,Jebbour 1996,1414,aχʷlil,uχlil,iχʷliln,iχʷliln,,,,,Underived,,NotAppl,,0.0,,1111-0000,1.0,,,χ.lil,LH,lF,1,3,1,1
Masculine,Masculine,Yes,,Variable-Masc,,External,,N,qʷbajs,,,A,N,qʷbajs,N,M,sod,motte,N,M,,Native,N,Agriculture & Vegetation,,Jebbour 1996,1415,aqʷbajs,uqbajs,iqʷbajsn,iqʷbajsn,taqʷbajst,tqʷbajst,tiqʷbajsin,tqʷbajsin,Underived,,NotAppl,,0.0,DIM,1111-1111,1.0,,5-DIM,q.ba.js,LLL,lF,0,3,1,1
Masculine,Masculine,,,Fixed-Masc,,External,,N,!uttub,,,Zero,N,!uttub,N,M,clod,motte de terre,N,M,,Native,N,Agriculture & Vegetation,,Jebbour 1996,1416,!uttub,!wuttub,!uttubn,!wuttubn,,,,,Underived,,NotAppl,,0.0,,1111-0000,1.0,,,ut.tub,HH,FF,1,4,2,0
Masculine,Neutral,,,Neutral,"Gender: masc/fem depending on the gender of the modified noun
",External,,N,lggʷaʁ,,,A,Y,lggʷaʁ,Y,M,soft thing,mou,N,M,,Native,N,Sense Perception,NonSpec,Jebbour 1996,1417,alggʷaʁ,ulggʷaʁ,ilggʷaʁn,ilggʷaʁn,talggʷaʁt,tlggʷaʁt,tilggʷaʁin,tlggʷaʁin,Agentives,,ilwiʁ (verb),soften,0.0,,1111-1111,1.0,,,lg.gaʁ,HH,FF,1,4,2,0
Masculine,Masculine,Yes,Ablaut,Variable-Masc,,Mixed,Mixed,Y,iza,izat,,Zero,N,izi,N,M,fly,mouche,N,M,,Native,N,Animals,,Jebbour 1996,1418,izi,jizi,izan,jizan,tizit,tizit,tizatin,tizatin,Underived,,NotAppl,,0.0,DIM,1111-1111,1.0,,5-DIM,i.zi,LL,F,0,2,1,0
Masculine,Masculine,,,Fixed-Masc,,External,,N,udad,,,Zero,N,udad,Y,M,mouflon (wild sheep),mouflon,N,M,,Native,N,Animals,NonSpec,Jebbour 1996,1420,udad,wudad,udadn,wudadn,,,,,Underived,,NotAppl,,0.0,,1111-0000,1.0,,,u.dad,LH,lF,1,3,1,1
Masculine,Masculine,,,Fixed-Masc,,No Plural,,N,,,,Zero,N,will,Y,M,mussels,moules,N,M,,Native,N,Animals,NonSpec,Jebbour 1996,1421,will,will,,,,,,,Underived,,NotAppl,,0.0,,1100-0000,1.0,,,will,H,F,1,2,1,0
Feminine,Feminine,,,Fixed-Fem,,No Plural,,N,,,,I,N,gri,Y,M,mussels,moules,N,F,,Native,N,Animals,NonSpec,Jebbour 1996,1422,,,,,tigri,tgri,,,Underived,,NotAppl,,0.0,,0000-1100,1.0,,,g.ri,LL,F,0,2,1,0
Masculine,Masculine,,Final A,Fixed-Masc,Plural/Singular Theme: not sure why lose labialization in singular theme - perhaps reduction of final /g/.,Mixed,,N,zrgʷa,,,A,N,zrg,N,M,"quern, hand mill",moulin à bras,N,M,,Native,N,Agriculture & Vegetation,,Jebbour 1996,1423,azrg,uzrg,izrgʷan,izrgʷan,,,,,Underived,,NotAppl,,0.0,,1111-0000,1.0,,,zrg,H,F,1,2,1,0
Masculine,Masculine,,,Fixed-Masc,,id Plural,,N,wabiba,,,Zero,N,wabiba,Y,M,mosquito,moustique,N,M,,Native,N,Animals,NonSpec,Jebbour 1996,1424,wabiba,wabiba,id wabiba,id wabiba,,,,,Underived,,NotAppl,,0.0,,1111-0000,1.0,,,wa.bi.ba,LLL,lF,0,3,1,1
Feminine,Feminine,,Ablaut,Fixed-Fem,"wordform5 is specifically female, but the plural wordform 7 is generic and not specifically female ('sheep herd')",Internal,,N,hraj,,,A,Y,hruj,Y,F,sheep,mouton,N,F,,Native,N,Animals,Female,Jebbour 1996,1425,,,,,tahrujt,thrujt,tihraj,thraj,Underived,,NotAppl,,5.0,,0000-1111,0.0,,,h.ruj,LH,lF,1,3,1,1
Masculine,Neutral,,,Neutral,,External,,N,gnaw,,,A,Y,gnaw,Y,M,mute,muet,Y,M,,Native,N,Body Parts & Functions,NonSpec,Jebbour 1996,1427,agnaw,ugnaw,ignawn,ignawn,tagnawt,tgnawt,tignawin,tgnawin,Underived,,NotAppl,,0.0,,1111-1111,1.0,,,g.naw,LH,lF,1,3,1,1
Masculine,Neutral,,Ablaut,Neutral,,Internal,,N,srdan,,,A,Y,srdun,Y,M,mule,mulet,N,M,,Native,N,Animals,NonSpec,Jebbour 1996,1429,asrdun,usrdun,isrdan,isrdan,tasrdunt,tsrdunt,tisrdan,tsrdan,Underived,,NotAppl,,0.0,,1111-1111,1.0,,,sr.dun,LH,lF,1,3,1,1
Masculine,Masculine,,,Fixed-Masc,,External,,N,buri,,,A,N,buri,Y,M,mullet (fish),mulet (poisson),N,M,,Native,N,Animals,NonSpec,Jebbour 1996,1430,aburi,uburi,iburin,iburin,,,,,Underived,,NotAppl,,0.0,,1111-0000,1.0,,,bu.ri,LL,F,0,2,1,0
Feminine,Feminine,,,Fixed-Fem,,No Plural,,N,,,,Zero,N,ugu,N,F,"multitude, abundance","multitude, abondance",N,F,,Native,N,Quantity & Number,,Jebbour 1996,1431,,,,,tugut,tugut,,,Action Nouns,,igut (verb),be abundant,5.0,,0000-1100,0.0,,,u.gu,LL,F,0,2,1,0
Masculine,Masculine,Yes,Final A,Variable-Masc,Stem phonology: syncope,Mixed,External,Y,ʁʷrba,ʁʷrb,,A,N,ʁʷrab,N,M,wall,mur,N,M,,Native,N,Dwellings & Furniture,,Jebbour 1996,1432,aʁʷrab,uʁrab,iʁʷrban,iʁʷrban,taʁʷrabt,tʁʷrabt,tiʁʷrbin,tʁʷrbin,Underived,,NotAppl,,0.0,DIM,1111-1111,1.0,,5-DIM,ʁ.rab,LH,lF,1,3,1,1
Masculine,Masculine,Yes,Ablaut,Variable-Masc,Singular Theme: regular delabialization.,Internal,,N,qʷmma,,,A,N,qmmu,N,M,snout,museau,N,M,,Native,N,Body Parts & Functions,,Jebbour 1996,1433,aqmmu,uqmmu,iqʷmma,iqʷmma,taqmmut,tqmmut,tiqʷmma,tqʷmma,Underived,,NotAppl,,0.0,DIM,1111-1111,1.0,,5-DIM,qm.mu,LL,F,0,2,1,0
Masculine,Masculine,Yes,Ablaut,Variable-Masc,Singular Theme: regular delabialization.,Internal,,N,gʷnfar,,,A,N,gnfur,N,M,snout,museau,N,M,,Native,N,Body Parts & Functions,,Jebbour 1996,1434,agnfur,ugnfur,igʷnfar,igʷnfar,tagnfurt,tgnfurt,tigʷnfar,tgʷnfar,Underived,,NotAppl,,0.0,DIM,1111-1111,1.0,,5-DIM,gn.fur,LH,lF,1,3,1,1
Masculine,Masculine,Yes,Medial A,Variable-Masc,,Internal,,N,skʷmas,,,A,N,skʷms,N,M,"haversack, bag for bullets","musette, petit sac à balles",N,M,,Native,N,Clothing & Adornment,,Jebbour 1996,1435,askʷms,uskʷms,iskʷmas,iskʷmas,taskʷmst,tskʷmst,tiskʷmas,tskʷmas,Underived,,NotAppl,,0.0,DIM,1111-1111,1.0,,5-DIM,s.kms,LH,lF,1,3,1,1
Masculine,Neutral,,,Neutral,,External,,N,muslm,,,A,Y,muslm,Y,M,Muslim,musulman,Y,M,,Arabic-Assimilated,N,Religion & Beliefs,NonSpec,Jebbour 1996,1436,amuslm,umuslm,imuslmn,imuslmn,tamuslmt,tmuslmt,timuslmin,tmuslmin,Underived,,NotAppl,,0.0,,1111-1111,1.0,,,mu.slm,LH,lF,1,3,1,1
Masculine,Neutral,,,Neutral,,External,,N,ʕwwam,,,A,Y,ʕwwam,Y,M,swimmer,nageur,Y,M,,Arabic-Assimilated,N,Motion & Transportation,NonSpec,Jebbour 1996,1438,aʕwwam,uʕwwam,iʕwwamn,iʕwwamn,taʕwwamt,tʕwwamt,tiʕwwamin,tʕwwamin,Agentives,,ʕum (verb),swim,0.0,,1111-1111,1.0,,,ʕw.wam,HH,FF,1,4,2,0
Feminine,Feminine,,,Fixed-Fem,,No Plural,,N,,,,Zero,N,alali,N,F,birth,naissance,N,F,,Native,N,Body Parts & Functions,,Jebbour 1996,1439,,,,,talalit,talalit,,,Action Nouns,,lul (verb),born,5.0,,0000-1100,0.0,,,a.la.li,LLL,lF,0,3,1,1
Masculine,Neutral,,,Neutral,,External,,N,χnχam,,,A,Y,χnχam,Y,M,nasal (someone who speaks with a nasal sound),nasillard,Y,M,,Native,N,Body Parts & Functions,NonSpec,Jebbour 1996,1441,aχnχam,uχnχam,iχnχamn,iχnχamn,taχnχamt,tχnχamt,tiχnχamin,tχnχamin,Underived,,NotAppl,,0.0,,1111-1111,1.0,,,χn.χam,LH,lF,1,3,1,1
Masculine,Masculine,Yes,Ablaut,Variable-Masc,,Internal,,N,grtal,,,A,N,grtil,N,M,mat,natte,N,M,,Native,N,Dwellings & Furniture,,Jebbour 1996,1443,agrtil,ugrtil,igrtal,igrtal,tagrtilt,tgrtilt,tigrtal,tgrtal,Underived,,NotAppl,,0.0,DIM,1111-1111,1.0,,5-DIM,gr.til,LH,lF,1,3,1,1
Masculine,Masculine,,,Fixed-Masc,,No Plural,,N,,,,A,N,mmuktu,N,M,nausea,nausée,N,M,,Native,N,Body Parts & Functions,,Jebbour 1996,1444,ammuktu,ummuktu,,,,,,,Underived,,NotAppl,,0.0,,1100-0000,1.0,,,m.muk.tu,LHL,lFl,1,4,1,1
Feminine,Feminine,Yes,,Variable-Fem,"Stem phonology: syncope, degemination",External,Mixed,N,rkm,rkma,,A,N,rkkim,N,F,turnip,navet,N,F,,Native,N,Food & Drink,,Jebbour 1996,1446,arkkim,urkkim,irkman,irkman,tarkkimt,trkkimt,tirkmin,trkmin,Underived,,NotAppl,,5.0,,1111-1111,0.0,AUG,1-AUG,rk.kim,HH,FF,1,4,2,0
Feminine,Feminine,Yes,,Variable-Fem,,External,,N,anaw,,,Zero,N,anaw,N,F,ship,navire,N,F,,Native,N,Motion & Transportation,,Jebbour 1996,1447,anaw,wanaw,anawn,wanawn,tanawt,tanawt,tanawin,tanawin,Underived,,NotAppl,,5.0,,1111-1111,0.0,AUG,1-AUG,a.naw,LH,lF,1,3,1,1
Masculine,Neutral,,,Neutral,,External,,N,suqqi,,,A,Y,suqqi,Y,M,slave,esclave,Y,M,,Arabic-Assimilated,N,Social Relations,NonSpec,Jebbour 1996,1448,asuqqi,usuqqi,isuqqin,isuqqin,tasuqqit,tsuqqit,tisuqqijin,tsuqqijin,Underived,,NotAppl,,0.0,,1111-1111,1.0,,,suq.qi,HL,Fl,1,3,1,1
Feminine,Feminine,,Suppletion,Fixed-Fem,,Mixed,,N,wiw,,,A,Y,wajja,Y,F,slave,esclave femelle,Y,F,,Native,N,Social Relations,Female,Jebbour 1996,1449,,,,,tawajja,twajja,tiwiwin,twiwin,Underived,,NotAppl,,5.0,,0000-1111,0.0,,,waj.ja,HL,Fl,1,3,1,1
Masculine,Masculine,,,Fixed-Masc,,No Plural,,N,,,,A,N,dfl,N,M,snow,neige,N,M,,Native,N,Physical World,,Jebbour 1996,1451,adfl,udfl,,,,,,,Underived,,NotAppl,,0.0,,1100-0000,1.0,,,d.fl,LL,F,0,2,1,0
Masculine,Masculine,,,Fixed-Masc,Colloquial expression,id Plural,,N,χittus,,,Zero,N,χittus,Y,M,simpleton,niais,Y,M,,Native,N,Emotion,NonSpec,Jebbour 1996,1453,χittus,χittus,id χittus,id χittus,,,,,Underived,,NotAppl,,0.0,,1111-0000,1.0,,,χit.tus,HH,FF,1,4,2,0
Masculine,Masculine,,Final A,Fixed-Masc,"Assumption: i -> j in plural due to place in syllable, not V del + Insert C",Mixed,,N,sddja,,,A,N,sddi,N,M,nest,nid,N,M,,Native,N,Animals,,Jebbour 1996,1454,asddi,usddi,isddjan,isddjan,,,,,Underived,,NotAppl,,0.0,,1111-0000,1.0,,,sd.di,HL,Fl,1,3,1,1
Feminine,Feminine,,,Fixed-Fem,,External,,N,ajrris,,,Zero,N,ajrris,N,F,node,noeud,N,F,,Native,N,Spatial Relations,,Jebbour 1996,1456,,,,,tajrrist,tajrrist,tajrrisin,tajrrisin,Action Nouns,,krs (verb),to tie,5.0,,0000-1111,0.0,,,a.jr.ris,LLH,FF,1,4,2,0
Feminine,Feminine,,,Fixed-Fem,,External,,N,mukris,,,A,N,mukris,N,F,"node, problem, boredom (fig)","noeud, problème, ennui (fig)",N,F,,Native,N,Emotion,,Jebbour 1996,1457,,,,,tamukrist,tmukrist,tamukrisin,tmukrisin,Action Nouns,,krs (verb),to tie,5.0,,0000-1111,0.0,,,muk.ris,HH,FF,1,4,2,0
Masculine,Neutral,,,Neutral,"Serves as an adjective in some contexts, as a noun in other contexts.
Gender: masc/fem depending on the gender of the modified noun
",External,,N,sggan,,,A,Y,sggan,Y,M,black thing,noir,N,M,,Native,N,Sense Perception,NonSpec,Jebbour 1996,1458,asggan,usggan,isggann,isggann,tasggant,tsggant,tisgganin,tsgganin,Underived,,NotAppl,,0.0,,1111-1111,1.0,,,sg.gan,HH,FF,1,4,2,0
Masculine,Masculine,,,Fixed-Masc,,No Plural,,N,,,,I,N,dili,N,M,black,noir,N,M,,Native,N,Sense Perception,,Jebbour 1996,1459,!idili,!idili,,,,,,,Underived,,NotAppl,,0.0,,1100-0000,1.0,,,di.li,LL,F,0,2,1,0
Feminine,Feminine,,,Fixed-Fem,,No Plural,,N,,,,A,N,sguni,N,F,darkness,noirceur,N,F,,Native,N,Sense Perception,,Jebbour 1996,1460,,,,,tasguni,tsguni,,,Action Nouns,,isgin (verb),be black,5.0,,0000-1100,0.0,,,s.gu.ni,LLL,lF,0,3,1,1
Feminine,Feminine,,,Fixed-Fem,,No Plural,,N,,,,A,N,!dlu,N,F,"blackness, darkening","noirceur, noircissement",N,F,,Native,N,Sense Perception,,Jebbour 1996,1461,,,,,!tadlut,!tdlut,,,Action Nouns,,!dlu (verb),be black,5.0,,0000-1100,0.0,,,d.lu,LL,F,0,2,1,0
Masculine,Masculine,,Final Vw,Fixed-Masc,,Mixed,,N,smaw,,,I,N,sm,N,M,name,nom,N,M,,Arabic-Assimilated,N,Language & Music,,Jebbour 1996,1462,ism,ism,ismawn,ismawn,,,,,Underived,,NotAppl,,0.0,,1111-0000,1.0,,,sm,L,l,0,1,0,1
Masculine,Neutral,,,Neutral,,External,,N,mntag,,,A,Y,mntag,Y,M,person who comes from Imntagn region,de la tribu de Imntagn,Y,M,,Native,N,Social Relations,NonSpec,Jebbour 1996,1463,amntag,umntag,imntagn,imntagn,tamntagt,tmntagt,timntagin,tmntagin,Underived,,NotAppl,,0.0,,1111-1111,1.0,,,mn.tag,LH,lF,1,3,1,1
Masculine,Neutral,,,Neutral,,External,,N,!rħħal,,,A,Y,!rħħal,Y,M,nomad,nomade,Y,M,,Arabic-Assimilated,N,Social Relations,NonSpec,Jebbour 1996,1464,!arħħal,!urħħal,!irħħaln,!irħħaln,!tarħħalt,!trħħalt,!tirħħalin,!trħħalin,Agentives,,rħl (verb),move,0.0,,1111-1111,1.0,,,rħ.ħal,HH,FF,1,4,2,0
Masculine,Masculine,,"Ablaut
Final A",Fixed-Masc,,Mixed,,N,!ibuda,,,Zero,N,!abud,N,M,belly button,nombril,N,M,,Native,N,Body Parts & Functions,,Jebbour 1996,1465,!abud,!wabud,!ibudan,!jibudan,,,,,Underived,,NotAppl,,0.0,,1111-0000,1.0,,,a.bud,LH,lF,1,3,1,1
Masculine,Neutral,,,Neutral,"Gender: masc/fem depending on the gender of the modified noun
",External,,N,bahlal,,,A,Y,bahlal,Y,M,nonchalant,nonchalant,N,M,,Native,N,Emotion,NonSpec,Jebbour 1996,1466,!abahlal,!ubahlal,!ibahlaln,!ibahlaln,!tabahlalt,!tbahlalt,!tibahlalin,!tbahlalin,Underived,,NotAppl,,0.0,,1111-1111,1.0,,,bah.lal,HH,FF,1,4,2,0
Masculine,Neutral,,,Neutral,"Gender: masc/fem depending on the gender of the modified noun
",External,,N,nmʁur,,,A,Y,nmʁur,Y,M,notable,notable,N,M,,Native,N,Sense Perception,NonSpec,Jebbour 1996,1467,anmʁur,unmʁur,inmʁurn,inmʁurn,tanmʁurt,tnmʁurt,tinmʁurin,tnmʁurin,Agentives,,imʁur (verb),grow,0.0,,1111-1111,1.0,,,nm.ʁur,LH,lF,1,3,1,1
Masculine,Neutral,,,Neutral,,External,,N,mʁur,,,A,Y,mʁur,Y,M,notable person,notable,Y,M,,Native,N,Sense Perception,NonSpec,Jebbour 1996,1468,amʁur,umʁur,imʁurn,imʁurn,tamʁurt,tmʁurt,timʁurin,tmʁurin,Action Nouns,,imʁur (verb),grow,0.0,,1111-1111,1.0,,,m.ʁur,LH,lF,1,3,1,1
Masculine,Masculine,,,Fixed-Masc,,External,,N,mʁar,,,A,Y,mʁar,Y,M,"notable, the village chief","notable, chef du village",Y,M,,Native,N,Social Relations,Male,Jebbour 1996,1469,amʁar,umʁar,imʁarn,imʁarn,,,,,Agentives,,imʁur (verb),,0.0,,1111-0000,1.0,,,m.ʁar,LH,lF,1,3,1,1
Feminine,Feminine,,,Fixed-Fem,,External,,N,wmmis,,,A,N,wmmis,N,F,"nouet, amulet","nouet, amulette",N,F,,Native,N,Food & Drink,,Jebbour 1996,1471,,,,,tawmmist,twmmist,tiwmmisin,twmmisin,Underived,,NotAppl,,5.0,,0000-1111,0.0,,,wm.mis,HH,FF,1,4,2,0
